,Ligand,Additive,Base,Aryl halide,Output,pre-catalyst,active_catalyst,intermediate_I,intermediate_II,conjugated_acid,intermediate_III,product
1771,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC,C1(C2=CC=CC=C2)=CC=NO1,CN1CCCN2C1=NCCC2,BrC1=CC=C(CC)C=C1,57.45048731,COc1ccc(OC)c(P(C(C)(C)C)(C(C)(C)C)->[Pd]2(OS(=O)(=O)C(F)(F)F)c3ccccc3-c3ccccc3N~2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,COc1ccc(OC)c(P(->[Pd])(C(C)(C)C)C(C)(C)C)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,CCc1ccc([Pd](Br)<-P(c2c(OC)ccc(OC)c2-c2c(C(C)C)cc(C(C)C)cc2C(C)C)(C(C)(C)C)C(C)(C)C)cc1,CCc1ccc([Pd](Br)(<-Nc2ccc(C)cc2)<-P(c2c(OC)ccc(OC)c2-c2c(C(C)C)cc(C(C)C)cc2C(C)C)(C(C)(C)C)C(C)(C)C)cc1,CN1CCCN2CCC[NH+]=C12,CCc1ccc([Pd](Nc2ccc(C)cc2)<-P(c2c(OC)ccc(OC)c2-c2c(C(C)C)cc(C(C)C)cc2C(C)C)(C(C)(C)C)C(C)(C)C)cc1,CCc1ccc(Nc2ccc(C)cc2)cc1
1772,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,FC(C=CC=C1F)=C1C2=CC=NO2,CN1CCCN2C1=NCCC2,ClC1=CC=C(OC)C=C1,0.0,CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)(C2CCCCC2)->[Pd]2(OS(=O)(=O)C(F)(F)F)c3ccccc3-c3ccccc3N~2)c(C(C)C)c1,CC(C)c1cc(C(C)C)c(-c2ccccc2P(->[Pd])(C2CCCCC2)C2CCCCC2)c(C(C)C)c1,COc1ccc([Pd](Cl)<-P(c2ccccc2-c2c(C(C)C)cc(C(C)C)cc2C(C)C)(C2CCCCC2)C2CCCCC2)cc1,COc1ccc([Pd](Cl)(<-Nc2ccc(C)cc2)<-P(c2ccccc2-c2c(C(C)C)cc(C(C)C)cc2C(C)C)(C2CCCCC2)C2CCCCC2)cc1,CN1CCCN2CCC[NH+]=C12,COc1ccc([Pd](Nc2ccc(C)cc2)<-P(c2ccccc2-c2c(C(C)C)cc(C(C)C)cc2C(C)C)(C2CCCCC2)C2CCCCC2)cc1,COc1ccc(Nc2ccc(C)cc2)cc1
1773,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,CC1=CC=NO1,CN1CCCN2C1=NCCC2,IC1=CC=C(OC)C=C1,8.039691846,CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)(C2CCCCC2)->[Pd]2(OS(=O)(=O)C(F)(F)F)c3ccccc3-c3ccccc3N~2)c(C(C)C)c1,CC(C)c1cc(C(C)C)c(-c2ccccc2P(->[Pd])(C2CCCCC2)C2CCCCC2)c(C(C)C)c1,COc1ccc([Pd](I)<-P(c2ccccc2-c2c(C(C)C)cc(C(C)C)cc2C(C)C)(C2CCCCC2)C2CCCCC2)cc1,COc1ccc([Pd](I)(<-Nc2ccc(C)cc2)<-P(c2ccccc2-c2c(C(C)C)cc(C(C)C)cc2C(C)C)(C2CCCCC2)C2CCCCC2)cc1,CN1CCCN2CCC[NH+]=C12,COc1ccc([Pd](Nc2ccc(C)cc2)<-P(c2ccccc2-c2c(C(C)C)cc(C(C)C)cc2C(C)C)(C2CCCCC2)C2CCCCC2)cc1,COc1ccc(Nc2ccc(C)cc2)cc1
1774,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC,CC1=CC(C)=NO1,CN1CCCN2C1=NCCC2,IC1=CN=CC=C1,93.58777419,COc1ccc(OC)c(P(C(C)(C)C)(C(C)(C)C)->[Pd]2(OS(=O)(=O)C(F)(F)F)c3ccccc3-c3ccccc3N~2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,COc1ccc(OC)c(P(->[Pd])(C(C)(C)C)C(C)(C)C)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,COc1ccc(OC)c(P(->[Pd](I)c2cccnc2)(C(C)(C)C)C(C)(C)C)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,COc1ccc(OC)c(P(C(C)(C)C)(C(C)(C)C)->[Pd](I)(<-Nc2ccc(C)cc2)c2cccnc2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,CN1CCCN2CCC[NH+]=C12,COc1ccc(OC)c(P(->[Pd](Nc2ccc(C)cc2)c2cccnc2)(C(C)(C)C)C(C)(C)C)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,Cc1ccc(Nc2cccnc2)cc1
1775,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P([C@@]3(C[C@@H]4C5)C[C@H](C4)C[C@H]5C3)[C@]6(C7)C[C@@H](C[C@@H]7C8)C[C@@H]8C6)C(OC)=CC=C2OC,C1(N(CC2=CC=CC=C2)CC3=CC=CC=C3)=NOC=C1,CC(C)(C)/N=C(N(C)C)/N(C)C,BrC1=CC=C(OC)C=C1,59.06928985,COc1ccc(OC)c(P([C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)([C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)->[Pd]2(OS(=O)(=O)C(F)(F)F)c3ccccc3-c3ccccc3N~2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,COc1ccc(OC)c(P(->[Pd])([C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,COc1ccc([Pd](Br)<-P(c2c(OC)ccc(OC)c2-c2c(C(C)C)cc(C(C)C)cc2C(C)C)([C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)cc1,COc1ccc([Pd](Br)(<-Nc2ccc(C)cc2)<-P(c2c(OC)ccc(OC)c2-c2c(C(C)C)cc(C(C)C)cc2C(C)C)([C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)cc1,CN(C)C(=[NH+]C(C)(C)C)N(C)C,COc1ccc([Pd](Nc2ccc(C)cc2)<-P(c2c(OC)ccc(OC)c2-c2c(C(C)C)cc(C(C)C)cc2C(C)C)([C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)cc1,COc1ccc(Nc2ccc(C)cc2)cc1
1776,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P([C@@]3(C[C@@H]4C5)C[C@H](C4)C[C@H]5C3)[C@]6(C7)C[C@@H](C[C@@H]7C8)C[C@@H]8C6)C(OC)=CC=C2OC,CC1=C(C(OCC)=O)C=NO1,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,BrC1=CC=C(C(F)(F)F)C=C1,9.576264128,COc1ccc(OC)c(P([C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)([C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)->[Pd]2(OS(=O)(=O)C(F)(F)F)c3ccccc3-c3ccccc3N~2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,COc1ccc(OC)c(P(->[Pd])([C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,COc1ccc(OC)c(P(->[Pd](Br)c2ccc(C(F)(F)F)cc2)([C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,COc1ccc(OC)c(P([C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)([C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)->[Pd](Br)(<-Nc2ccc(C)cc2)c2ccc(C(F)(F)F)cc2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,CC[NH+]=P(N=P(N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C,COc1ccc(OC)c(P(->[Pd](Nc2ccc(C)cc2)c2ccc(C(F)(F)F)cc2)([C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,Cc1ccc(Nc2ccc(C(F)(F)F)cc2)cc1
1777,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P([C@@]3(C[C@@H]4C5)C[C@H](C4)C[C@H]5C3)[C@]6(C7)C[C@@H](C[C@@H]7C8)C[C@@H]8C6)C(OC)=CC=C2OC,O=C(OC)C1=CC=NO1,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,BrC1=CC=C(OC)C=C1,4.7783658,COc1ccc(OC)c(P([C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)([C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)->[Pd]2(OS(=O)(=O)C(F)(F)F)c3ccccc3-c3ccccc3N~2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,COc1ccc(OC)c(P(->[Pd])([C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,COc1ccc([Pd](Br)<-P(c2c(OC)ccc(OC)c2-c2c(C(C)C)cc(C(C)C)cc2C(C)C)([C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)cc1,COc1ccc([Pd](Br)(<-Nc2ccc(C)cc2)<-P(c2c(OC)ccc(OC)c2-c2c(C(C)C)cc(C(C)C)cc2C(C)C)([C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)cc1,CC[NH+]=P(N=P(N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C,COc1ccc([Pd](Nc2ccc(C)cc2)<-P(c2c(OC)ccc(OC)c2-c2c(C(C)C)cc(C(C)C)cc2C(C)C)([C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)cc1,COc1ccc(Nc2ccc(C)cc2)cc1
1778,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P([C@@]3(C[C@@H]4C5)C[C@H](C4)C[C@H]5C3)[C@]6(C7)C[C@@H](C[C@@H]7C8)C[C@@H]8C6)C(OC)=CC=C2OC,O=C(OC)C1=NOC(C2=CC=CS2)=C1,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,ClC1=CC=C(OC)C=C1,0.0,COc1ccc(OC)c(P([C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)([C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)->[Pd]2(OS(=O)(=O)C(F)(F)F)c3ccccc3-c3ccccc3N~2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,COc1ccc(OC)c(P(->[Pd])([C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,COc1ccc([Pd](Cl)<-P(c2c(OC)ccc(OC)c2-c2c(C(C)C)cc(C(C)C)cc2C(C)C)([C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)cc1,COc1ccc([Pd](Cl)(<-Nc2ccc(C)cc2)<-P(c2c(OC)ccc(OC)c2-c2c(C(C)C)cc(C(C)C)cc2C(C)C)([C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)cc1,CC[NH+]=P(N=P(N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C,COc1ccc([Pd](Nc2ccc(C)cc2)<-P(c2c(OC)ccc(OC)c2-c2c(C(C)C)cc(C(C)C)cc2C(C)C)([C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)cc1,COc1ccc(Nc2ccc(C)cc2)cc1
1779,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P([C@@]3(C[C@@H]4C5)C[C@H](C4)C[C@H]5C3)[C@]6(C7)C[C@@H](C[C@@H]7C8)C[C@@H]8C6)C(OC)=CC=C2OC,C1(C2=CC=CC=C2)=NOC=C1,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,BrC1=CC=C(C(F)(F)F)C=C1,41.59326244,COc1ccc(OC)c(P([C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)([C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)->[Pd]2(OS(=O)(=O)C(F)(F)F)c3ccccc3-c3ccccc3N~2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,COc1ccc(OC)c(P(->[Pd])([C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,COc1ccc(OC)c(P(->[Pd](Br)c2ccc(C(F)(F)F)cc2)([C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,COc1ccc(OC)c(P([C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)([C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)->[Pd](Br)(<-Nc2ccc(C)cc2)c2ccc(C(F)(F)F)cc2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,CC[NH+]=P(N=P(N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C,COc1ccc(OC)c(P(->[Pd](Nc2ccc(C)cc2)c2ccc(C(F)(F)F)cc2)([C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,Cc1ccc(Nc2ccc(C(F)(F)F)cc2)cc1
1780,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C=CC=C2,C12=CON=C1C=CC=C2,CC(C)(C)/N=C(N(C)C)/N(C)C,IC1=CC=C(C(F)(F)F)C=C1,9.518190042,CC(C)c1cc(C(C)C)c(-c2ccccc2P(C(C)(C)C)(C(C)(C)C)->[Pd]2(OS(=O)(=O)C(F)(F)F)c3ccccc3-c3ccccc3N~2)c(C(C)C)c1,CC(C)c1cc(C(C)C)c(-c2ccccc2P(->[Pd])(C(C)(C)C)C(C)(C)C)c(C(C)C)c1,CC(C)c1cc(C(C)C)c(-c2ccccc2P(->[Pd](I)c2ccc(C(F)(F)F)cc2)(C(C)(C)C)C(C)(C)C)c(C(C)C)c1,Cc1ccc(N->[Pd](I)(c2ccc(C(F)(F)F)cc2)<-P(c2ccccc2-c2c(C(C)C)cc(C(C)C)cc2C(C)C)(C(C)(C)C)C(C)(C)C)cc1,CN(C)C(=[NH+]C(C)(C)C)N(C)C,Cc1ccc(N[Pd](c2ccc(C(F)(F)F)cc2)<-P(c2ccccc2-c2c(C(C)C)cc(C(C)C)cc2C(C)C)(C(C)(C)C)C(C)(C)C)cc1,Cc1ccc(Nc2ccc(C(F)(F)F)cc2)cc1
1781,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC,CC1=CC(N2C=CC=C2)=NO1,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,ClC1=NC=CC=C1,78.77070783,COc1ccc(OC)c(P(C(C)(C)C)(C(C)(C)C)->[Pd]2(OS(=O)(=O)C(F)(F)F)c3ccccc3-c3ccccc3N~2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,COc1ccc(OC)c(P(->[Pd])(C(C)(C)C)C(C)(C)C)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,COc1ccc(OC)c(P(->[Pd](Cl)c2ccccn2)(C(C)(C)C)C(C)(C)C)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,COc1ccc(OC)c(P(C(C)(C)C)(C(C)(C)C)->[Pd](Cl)(<-Nc2ccc(C)cc2)c2ccccn2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,CC[NH+]=P(N=P(N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C,COc1ccc(OC)c(P(->[Pd](Nc2ccc(C)cc2)c2ccccn2)(C(C)(C)C)C(C)(C)C)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,Cc1ccc(Nc2ccccn2)cc1
1782,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC,O=C(OC)C1=NOC(C2=CC=CS2)=C1,CC(C)(C)/N=C(N(C)C)/N(C)C,BrC1=CN=CC=C1,58.35068095,COc1ccc(OC)c(P(C(C)(C)C)(C(C)(C)C)->[Pd]2(OS(=O)(=O)C(F)(F)F)c3ccccc3-c3ccccc3N~2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,COc1ccc(OC)c(P(->[Pd])(C(C)(C)C)C(C)(C)C)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,COc1ccc(OC)c(P(->[Pd](Br)c2cccnc2)(C(C)(C)C)C(C)(C)C)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,COc1ccc(OC)c(P(C(C)(C)C)(C(C)(C)C)->[Pd](Br)(<-Nc2ccc(C)cc2)c2cccnc2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,CN(C)C(=[NH+]C(C)(C)C)N(C)C,COc1ccc(OC)c(P(->[Pd](Nc2ccc(C)cc2)c2cccnc2)(C(C)(C)C)C(C)(C)C)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,Cc1ccc(Nc2cccnc2)cc1
1783,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,CC1=NOC=C1,CC(C)(C)/N=C(N(C)C)/N(C)C,IC1=NC=CC=C1,63.46127974,CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)(C2CCCCC2)->[Pd]2(OS(=O)(=O)C(F)(F)F)c3ccccc3-c3ccccc3N~2)c(C(C)C)c1,CC(C)c1cc(C(C)C)c(-c2ccccc2P(->[Pd])(C2CCCCC2)C2CCCCC2)c(C(C)C)c1,CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)(C2CCCCC2)->[Pd](I)c2ccccn2)c(C(C)C)c1,Cc1ccc(N->[Pd](I)(c2ccccn2)<-P(c2ccccc2-c2c(C(C)C)cc(C(C)C)cc2C(C)C)(C2CCCCC2)C2CCCCC2)cc1,CN(C)C(=[NH+]C(C)(C)C)N(C)C,Cc1ccc(N[Pd](c2ccccn2)<-P(c2ccccc2-c2c(C(C)C)cc(C(C)C)cc2C(C)C)(C2CCCCC2)C2CCCCC2)cc1,Cc1ccc(Nc2ccccn2)cc1
1784,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,C12=CON=C1C=CC=C2,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,ClC1=CC=C(CC)C=C1,0.689951869,CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)(C2CCCCC2)->[Pd]2(OS(=O)(=O)C(F)(F)F)c3ccccc3-c3ccccc3N~2)c(C(C)C)c1,CC(C)c1cc(C(C)C)c(-c2ccccc2P(->[Pd])(C2CCCCC2)C2CCCCC2)c(C(C)C)c1,CCc1ccc([Pd](Cl)<-P(c2ccccc2-c2c(C(C)C)cc(C(C)C)cc2C(C)C)(C2CCCCC2)C2CCCCC2)cc1,CCc1ccc([Pd](Cl)(<-Nc2ccc(C)cc2)<-P(c2ccccc2-c2c(C(C)C)cc(C(C)C)cc2C(C)C)(C2CCCCC2)C2CCCCC2)cc1,CC[NH+]=P(N=P(N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C,CCc1ccc([Pd](Nc2ccc(C)cc2)<-P(c2ccccc2-c2c(C(C)C)cc(C(C)C)cc2C(C)C)(C2CCCCC2)C2CCCCC2)cc1,CCc1ccc(Nc2ccc(C)cc2)cc1
1785,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC,C1(N(CC2=CC=CC=C2)CC3=CC=CC=C3)=CC=NO1,CC(C)(C)/N=C(N(C)C)/N(C)C,IC1=CC=C(OC)C=C1,57.7087314,COc1ccc(OC)c(P(C(C)(C)C)(C(C)(C)C)->[Pd]2(OS(=O)(=O)C(F)(F)F)c3ccccc3-c3ccccc3N~2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,COc1ccc(OC)c(P(->[Pd])(C(C)(C)C)C(C)(C)C)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,COc1ccc([Pd](I)<-P(c2c(OC)ccc(OC)c2-c2c(C(C)C)cc(C(C)C)cc2C(C)C)(C(C)(C)C)C(C)(C)C)cc1,COc1ccc([Pd](I)(<-Nc2ccc(C)cc2)<-P(c2c(OC)ccc(OC)c2-c2c(C(C)C)cc(C(C)C)cc2C(C)C)(C(C)(C)C)C(C)(C)C)cc1,CN(C)C(=[NH+]C(C)(C)C)N(C)C,COc1ccc([Pd](Nc2ccc(C)cc2)<-P(c2c(OC)ccc(OC)c2-c2c(C(C)C)cc(C(C)C)cc2C(C)C)(C(C)(C)C)C(C)(C)C)cc1,COc1ccc(Nc2ccc(C)cc2)cc1
1786,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC,O=C(OC)C1=NOC(C2=CC=CS2)=C1,CN1CCCN2C1=NCCC2,IC1=CC=C(C(F)(F)F)C=C1,45.15638688,COc1ccc(OC)c(P(C(C)(C)C)(C(C)(C)C)->[Pd]2(OS(=O)(=O)C(F)(F)F)c3ccccc3-c3ccccc3N~2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,COc1ccc(OC)c(P(->[Pd])(C(C)(C)C)C(C)(C)C)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,COc1ccc(OC)c(P(->[Pd](I)c2ccc(C(F)(F)F)cc2)(C(C)(C)C)C(C)(C)C)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,COc1ccc(OC)c(P(C(C)(C)C)(C(C)(C)C)->[Pd](I)(<-Nc2ccc(C)cc2)c2ccc(C(F)(F)F)cc2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,CN1CCCN2CCC[NH+]=C12,COc1ccc(OC)c(P(->[Pd](Nc2ccc(C)cc2)c2ccc(C(F)(F)F)cc2)(C(C)(C)C)C(C)(C)C)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,Cc1ccc(Nc2ccc(C(F)(F)F)cc2)cc1
1787,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC,FC(C=CC=C1F)=C1C2=CC=NO2,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,IC1=NC=CC=C1,32.32915323,COc1ccc(OC)c(P(C(C)(C)C)(C(C)(C)C)->[Pd]2(OS(=O)(=O)C(F)(F)F)c3ccccc3-c3ccccc3N~2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,COc1ccc(OC)c(P(->[Pd])(C(C)(C)C)C(C)(C)C)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,COc1ccc(OC)c(P(->[Pd](I)c2ccccn2)(C(C)(C)C)C(C)(C)C)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,COc1ccc(OC)c(P(C(C)(C)C)(C(C)(C)C)->[Pd](I)(<-Nc2ccc(C)cc2)c2ccccn2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,CC[NH+]=P(N=P(N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C,COc1ccc(OC)c(P(->[Pd](Nc2ccc(C)cc2)c2ccccn2)(C(C)(C)C)C(C)(C)C)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,Cc1ccc(Nc2ccccn2)cc1
1788,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC,O=C(OC)C1=CC=NO1,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,ClC1=CC=C(CC)C=C1,3.257714985,COc1ccc(OC)c(P(C(C)(C)C)(C(C)(C)C)->[Pd]2(OS(=O)(=O)C(F)(F)F)c3ccccc3-c3ccccc3N~2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,COc1ccc(OC)c(P(->[Pd])(C(C)(C)C)C(C)(C)C)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,CCc1ccc([Pd](Cl)<-P(c2c(OC)ccc(OC)c2-c2c(C(C)C)cc(C(C)C)cc2C(C)C)(C(C)(C)C)C(C)(C)C)cc1,CCc1ccc([Pd](Cl)(<-Nc2ccc(C)cc2)<-P(c2c(OC)ccc(OC)c2-c2c(C(C)C)cc(C(C)C)cc2C(C)C)(C(C)(C)C)C(C)(C)C)cc1,CC[NH+]=P(N=P(N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C,CCc1ccc([Pd](Nc2ccc(C)cc2)<-P(c2c(OC)ccc(OC)c2-c2c(C(C)C)cc(C(C)C)cc2C(C)C)(C(C)(C)C)C(C)(C)C)cc1,CCc1ccc(Nc2ccc(C)cc2)cc1
